uid	srcuid	trguid	srcname	srctype	trgname	trgtype	trgval	type	pmids	nls
19911	 6216	 8943	Sirolimus	Compound	IFI44L	mRNA	0	-1	18652687	Table 1: Genes responsive to PI3K, mTOR and p70S6K inhibitions in breast cancer cell lines.;MCF-7 breast cancer cell line, RPS6KB1-suppressed
19916	 6216	17834	Sirolimus	Compound	CCNG2	mRNA	-1	1	19816606	Table S1 - Genes that show differential expression in response to rapamycin in WB-F344 (non-tumorigenic rat liver epithelial cell line)
  206	 6216	16874	Sirolimus	Compound	PIK3R1	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
21325	 6216	12944	Sirolimus	Compound	OASL	mRNA	0	-1	18652687	Table 1: Genes responsive to PI3K, mTOR and p70S6K inhibitions in breast cancer cell lines.;MCF-7 breast cancer cell line, RPS6KB1-suppressed
23915	 6216	 5783	Sirolimus	Compound	CEBPB	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
27869	 6216	 1166	Sirolimus	Compound	SLC2A1	mRNA	-1	-1	12588811	mRNA levels of GLUT4, the insulin-responsive glucose transporter, are not altered in mice devoid of 4E-BP1-deficient mice (12). rapamycin abrogates insulin-mediated increase in GLUT1 protein in 3T3-L1 adipocytes through partial inhibition of GLUT1 mRNA translation, whereas chronic insulin treatment decreases GLUT-4 protein levels because of a decrease in mRNA and decrease in protein half-life (95).
32872	 6216	12564	Sirolimus	Compound	ERF	mRNA	0	1	11943782	Rapamycin has been shown to affect translation. We have utilized two complementary approaches to identify genes that are predominantly affected by rapamycin in Jurkat T cells. One was to compare levels of polysome-bound and total RNA using oligonucleotide microarrays complementary to 6,300 human genes. Another was to determine protein synthesis levels using two-dimensional PAGE. Analysis of expression changes at the polysome-bound RNA levels showed that translation of most of the expressed genes was partially reduced following rapamycin treatment. However, translation of 136 genes (6% of the expressed genes) was totally inhibited. This group included genes encoding RNA-binding proteins and several proteasome subunit members. Translation of a set of 159 genes (7%) was largely unaffected by rapamycin treatment. These genes included transcription factors, kinases, phosphatases, and members of the RAS superfamily. Analysis of [(35)S]methionine-labeled proteins from the same cell populations using two-dimensional PAGE showed that the integrated intensity of 111 of 830 protein spots changed in rapamycin-treated cells by at least 3-fold (70 increased, 41 decreased). We identified 22 affected protein spots representing protein products of 16 genes. The combined microarray and proteomic approach has uncovered novel genes affected by rapamycin that may be involved in its immunosuppressive effect and other genes that are not affected at the level of translation in a context of general inhibition of cap-dependent translation.
34468	 6216	 9258	Sirolimus	Compound	CDKN2B	mRNA	0	1	18652687	Table 1: Genes responsive to PI3K, mTOR and p70S6K inhibitions in breast cancer cell lines.; BT-474 breast cancer cell line, RPS6KB1-suppressed
44264	 6216	 2405	Sirolimus	Compound	PANK1	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
48281	 6216	 7237	Sirolimus	Compound	INSR	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
51077	 6216	13884	Sirolimus	Compound	CDKN1A	mRNA	1	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
53300	 6216	12033	Sirolimus	Compound	ALDH3A2	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
 5854	 6216	 3510	Sirolimus	Compound	TRIM32	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
 5949	 6216	 1713	Sirolimus	Compound	MYOG	mRNA	0	-1	11861503	Transient reporter assays showed that both inhibitors repress muscle creatine kinase (MCK) and myogenin gene transcription.
 6011	 6216	18706	Sirolimus	Compound	TSC1	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
61547	 6216	 6777	Sirolimus	Compound	XDH	mRNA	0	1	18678646	XDH, TSC1, and INSR are three examples of a larger subset of genes whose regulation by mTOR is p73 dependent at the transcriptional level. An increase in all three genes after treatment with rapamycin in the absence of serum is abrogated by p73 knockdown,
61749	 6216	 7962	Sirolimus	Compound	RRAD	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
63917	 6216	12841	Sirolimus	Compound	CKM	mRNA	0	-1	11861503	Transient reporter assays showed that both inhibitors repress muscle creatine kinase (MCK) and myogenin gene transcription.
 7742	 6216	17459	Sirolimus	Compound	EVC	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
 8335	 6216	 6202	Sirolimus	Compound	BTG1	mRNA	-1	1	11943782	Rapamycin has been shown to affect translation. We have utilized two complementary approaches to identify genes that are predominantly affected by rapamycin in Jurkat T cells. One was to compare levels of polysome-bound and total RNA using oligonucleotide microarrays complementary to 6,300 human genes. Another was to determine protein synthesis levels using two-dimensional PAGE. Analysis of expression changes at the polysome-bound RNA levels showed that translation of most of the expressed genes was partially reduced following rapamycin treatment. However, translation of 136 genes (6% of the expressed genes) was totally inhibited. This group included genes encoding RNA-binding proteins and several proteasome subunit members. Translation of a set of 159 genes (7%) was largely unaffected by rapamycin treatment. These genes included transcription factors, kinases, phosphatases, and members of the RAS superfamily. Analysis of [(35)S]methionine-labeled proteins from the same cell populations using two-dimensional PAGE showed that the integrated intensity of 111 of 830 protein spots changed in rapamycin-treated cells by at least 3-fold (70 increased, 41 decreased). We identified 22 affected protein spots representing protein products of 16 genes. The combined microarray and proteomic approach has uncovered novel genes affected by rapamycin that may be involved in its immunosuppressive effect and other genes that are not affected at the level of translation in a context of general inhibition of cap-dependent translation.
  862	 6216	  759	Sirolimus	Compound	ST3GAL6	mRNA	-1	1	18652687	Table 1: Genes responsive to PI3K, mTOR and p70S6K inhibitions in breast cancer cell lines.; BT-474 breast cancer cell line, RPS6KB1-suppressed
 8763	 6216	19346	Sirolimus	Compound	CREB3	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
 8859	 6216	11977	Sirolimus	Compound	HGF	mRNA	0	-1	15059936	p70S6K inhibitor rapamycin (RAPA) targets mesenchymal cells to shut down the sustained expression of vascular endothelial growth factor (VEGF) and hepatocyte growth factor (HGF), via silencing of the PDGFRalpha-p70S6K pathway
 8978	 6216	16272	Sirolimus	Compound	NUAK2	mRNA	0	1	18678646	We found that 12 out of the 17 candidate target genes identified using our ad hoc selection method exhibited an increase in expression after treatment with rapamycin that was abrogated by depletion of p73 (Fig. 7C).
11801	  479	18802	GH1	Protein	NEUROG1	mRNA	0	-1	12368809	We also report that growth hormone inhibited Ngn1 expression and neuronal production, and this action was blocked by SOCS2 overexpression
13276	  479	18903	GH1	Protein	FOXA2	mRNA	0	1	12865419	Foxa-2 and Pref-1 expression can be enhanced in primary preadipocytes by growth hormone
13534	  479	 3789	GH1	Protein	IGF1	mRNA	0	1	15964559	Northern and Western blot analysis detected significantly higher levels of IGF-1 in cells overexpressing GH.
27881	  479	 1166	GH1	Protein	SLC2A1	mRNA	-1	-1	 2254335	3T3-F442A cells were treated with growth hormone for 24 hours substantially decreased the levels of Glut-1 mRNA.
38813	  479	10290	GH1	Protein	FOXM1	mRNA	1	1	14647066	GH treatment also was found to stimulate hepatocyte proliferation and expression of Foxm1b protein without partial hepatectomy (PHx)
39367	  479	18612	GH1	Protein	SOD2	mRNA	-1	-1	11815672	A 41% and 27% decrease in catalase activity was detected in cells treated with GH, whereas IGF-1 reduced CAT activity levels to a greater extent than GH (P < 0.0001). The activity and protein levels of GPX were also significantly depressed in cells treated with GH, whereas activity alone was decreased in cells treated with IGF-1 (P < 0.04). GH significantly suppressed MnSOD levels by 40% and 66% in 1.0 and 0.1 microg/ml concentrations, respectively. Similarly, IGF-1 decreased MnSOD protein levels
42093	  479	13115	GH1	Protein	EGR1	mRNA	-1	1	 9813041	Growth hormone promotes the expression of Egr.
45793	  479	 4835	GH1	Protein	PPARA	mRNA	0	-1	12127257	Previous in vitro studies have shown that growth hormone (GH) can inhibit PPARalpha-dependent gene expression by down-regulation of PPARalpha expression and by a novel inhibitory cross-talk involving the GH-activated transcription factor STAT5b. ...A corresponding increase in mRNA, was observed in the STAT5b-deficient mice, suggesting a transcriptional mechanism for the observed increases.
48084	  479	11629	GH1	Protein	FOS	mRNA	0	1	10531366	In 3T3-F442A fibroblasts stably expressing the c-fos promoter mutated at the C/EBP binding site upstream of luciferase, c-fos promoter activity is stimulated by GH 6-7-fold; wild type c-fos promoter shows only a 2-fold induction by GH.
51281	  479	 2430	GH1	Protein	Mup2	mRNA	0	1	14759523	The expression of MUP2 is known to be stimulated by growth hormone (GH), through the GH receptor (GHR), Janus kinase 2 (JAK2) and signal transducer and activator of transcription 5 (STAT5) signal transduction pathway.
